Order Date,Order ID,Payment Instrument Type,Website,Shipment Date,Shipping Address State,Shipping Address Zip,Order Status,Carrier Name & Tracking Number,Subtotal,Shipping Charge,Tax Before Promotions,Total Promotions,Tax Charged,Total Charged
03/06/18,114-8222022-6758623,American Express - 1003,Amazon.com,03/07/18,CA,90007-4396,Shipped,AMZN_US(TBA801623712000),$5.09,$0.00,$0.48,$0.00,$0.48,$5.57
03/15/18,114-5316907-5345853,American Express - 1003,Amazon.com,03/15/18,CA,90007-4396,Shipped,AMZN_US(TBA821666533000),$41.63,$0.00,$0.00,$7.00,$0.00,$34.63
03/19/18,114-4164724-1493039,American Express - 1003,Amazon.com,03/21/18,CA,90007-4396,Shipped,AMZN_US(TBA834151304000),$21.95,$0.00,$0.00,$0.00,$0.00,$21.95
03/31/18,114-4517138-5906661,American Express - 1003,Amazon.com,04/01/18,CA,90007-4396,Shipped,AMZN_US(TBA859538062000),$35.53,$0.00,$0.00,$0.00,$0.00,$35.53
04/07/18,114-5313112-0913037,American Express - 1003,Amazon.com,04/09/18,MA,1970,Shipped,UPS(1ZY1172X0203437099),$14.99,$0.00,$0.94,$0.00,$0.94,$15.93
04/10/18,114-3455941-0716221,American Express - 1003,Amazon.com,04/12/18,CA,90007-4396,Shipped,AMZN_US(TBA880708429000),$14.00,$0.00,$1.33,$0.00,$1.33,$15.33
04/16/18,114-1264489-5085055,American Express - 1003,Amazon.com,04/17/18,CA,90007-4396,Shipped,AMZN_US(TBA897139587000),$55.00,$0.00,$5.23,$0.00,$5.23,$60.23
05/15/18,114-1507255-2637851,American Express - 1003 and Gift Certificate/Card,Amazon.com,05/15/18,CA,90007-4396,Shipped,AMZN_US(TBA962952370000),$6.50,$0.00,$0.00,$0.00,$0.00,$6.50
05/15/18,114-1507255-2637851,American Express - 1003 and Gift Certificate/Card,Amazon.com,05/15/18,CA,90007-4396,Shipped,AMZN_US(TBA963737326000),$29.99,$0.00,$0.00,$0.00,$0.00,$29.99
05/20/18,114-9171061-3956201,Gift Certificate/Card,Amazon.com,05/21/18,CA,90007-4396,Shipped,AMZN_US(TBA976113095000),$34.99,$0.00,$3.32,$0.00,$3.32,$38.31
05/21/18,114-1553455-8075447,Visa - 0132,Amazon.com,05/22/18,CA,90007-4396,Shipped,AMZN_US(TBA978743157000),$13.65,$0.00,$1.30,$0.00,$1.30,$14.95
05/26/18,114-9442839-4630609,Gift Certificate/Card and American Express - 1003,Amazon.com,05/27/18,CA,90007-4396,Shipped,AMZN_US(TBA990225717000),$24.21,$0.00,$1.27,$0.00,$1.27,$25.48
05/29/18,114-8257070-9820202,American Express - 1003,Amazon.com,05/30/18,CA,90007-4396,Shipped,AMZN_US(TBA998501139000),$46.06,$0.00,$0.00,$0.30,$0.00,$45.76
05/29/18,114-8257070-9820202,American Express - 1003,Amazon.com,05/31/18,CA,90007-4396,Shipped,AMZN_US(TBA998884098000),$14.73,$0.00,$0.00,$0.00,$0.00,$14.73
06/07/18,111-1450497-9794620,American Express - 1003,Amazon.com,06/08/18,CA,90007-4396,Shipped,USPS(9200192148980242424548),$5.89,$0.00,$0.00,$0.00,$0.00,$5.89
06/13/18,111-8285673-9884226,American Express - 1003,Amazon.com,06/14/18,CA,90007-4396,Shipped,AMZN_US(TBA034576072000),$13.97,$0.00,$0.00,$1.40,$0.00,$12.57
06/20/18,111-8785492-7941840,American Express - 1003,Amazon.com,06/21/18,CA,90007-4396,Shipped,AMZN_US(TBA050728508000),$56.90,$0.00,$2.66,$0.00,$2.66,$59.56
06/20/18,111-3955885-3987410,Visa - 8537,Amazon.com,06/21/18,CA,90007-4396,Shipped,AMZN_US(TBA050785490000),$12.97,$0.00,$0.00,$0.00,$0.00,$12.97
06/28/18,111-1986489-9397804,American Express - 1003,Amazon.com,06/29/18,CA,90007-4396,Shipped,AMZN_US(TBA070529303000),$6.99,$0.00,$0.00,$0.00,$0.00,$6.99
06/28/18,111-4679209-2449827,American Express - 1003,Amazon.com,06/29/18,CA,90007-4396,Shipped,USPS(9361289711090241024469),$13.99,$0.00,$1.33,$0.00,$1.33,$15.32
07/23/18,111-5675188-6141836,American Express - 1003,Amazon.com,07/24/18,CA,90007-4396,Shipped,AMZN_US(TBA132204478000),$29.70,$0.00,$0.00,$0.00,$0.00,$29.70
07/23/18,111-7195840-6447405,American Express - 1003,Amazon.com,07/24/18,CA,90007-4396,Shipped,AMZN_US(TBA130814258000),$107.99,$5.99,$10.26,$5.99,$10.26,$118.25
07/23/18,111-8601861-3831406,American Express - 1003,Amazon.com,07/24/18,CA,90007-4396,Shipped,UPS(1ZV761870300837346),$179.99,$0.00,$0.00,$0.00,$0.00,$179.99
07/28/18,111-6500477-9656255,American Express - 1003,Amazon.com,07/29/18,CA,90007-4396,Shipped,AMZN_US(TBA144937121000),$25.49,$0.00,$2.42,$0.00,$2.42,$27.91
08/05/18,112-3377299-8803452,Visa - 8217,Amazon.com,08/06/18,,,Shipped,AMZN_US(TBA163219831000),$4.99,$0.00,$0.47,$0.00,$0.47,$5.46
08/13/18,111-3486032-6386635,Visa - 8217,Amazon.com,08/14/18,CA,90007-2127,Shipped,UPS(1Z7F035X0309384449),$67.67,$0.00,$6.43,$0.00,$6.43,$74.10
08/13/18,111-1351815-2557801,Visa - 8217,Amazon.com,08/14/18,,,Shipped,AMZN_US(TBA183434808000),$25.99,$0.00,$0.00,$0.00,$0.00,$25.99
08/24/18,112-3501463-8477030,Visa - 8217,Amazon.com,08/24/18,CA,90007-2127,Shipped,AMZN_US(TBA210795528000),$49.99,$0.00,$4.69,$0.57,$4.69,$54.11
09/29/18,111-0885880-4502655,Visa - 8217,Amazon.com,09/30/18,CA,90007-2127,Shipped,AMZN_US(TBA304586264000),$17.12,$0.00,$1.63,$0.00,$1.63,$18.75
10/05/18,113-1817281-1292241,Visa - 8217,Amazon.com,10/05/18,,,Shipped,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
10/11/18,111-8926916-5780239,Visa - 8217,Amazon.com,10/12/18,CA,90007-2127,Shipped,AMZN_US(TBA336204671000),$49.97,$0.00,$0.95,$0.00,$0.95,$50.92
10/11/18,111-8926916-5780239,Visa - 8217,Amazon.com,10/12/18,CA,90007-2127,Shipped,AMZN_US(TBA338520602000),$87.29,$0.00,$5.71,$0.00,$5.71,$93.00
10/12/18,111-9443223-7308213,Visa - 8217,Amazon.com,10/13/18,CA,90007-2127,Shipped,FEDEX(460250218265),$34.77,$0.00,$0.00,$0.00,$0.00,$34.77
10/21/18,111-4629577-2765844,Visa - 8217,Amazon.com,10/21/18,CA,90007-2127,Shipped,AMZN_US(TBA364979202000),$29.92,$0.00,$2.84,$0.00,$2.84,$32.76
10/21/18,111-4629577-2765844,Visa - 8217,Amazon.com,10/22/18,CA,90007-2127,Shipped,AMZN_US(TBA364695858000),$59.99,$0.00,$5.70,$0.00,$5.70,$65.69
10/24/18,111-1650893-5226628,Visa - 8217,Amazon.com,10/25/18,CA,90007-2127,Shipped,AMZN_US(TBA374817464000),$17.55,$0.00,$0.00,$0.00,$0.00,$17.55
10/25/18,111-4117463-8731427,Visa - 8217,Amazon.com,10/25/18,CA,90007-2127,Shipped,USPS(9341989711090363742925),$16.20,$0.00,$1.54,$0.00,$1.54,$17.74
10/25/18,111-8259139-4177814,Visa - 8217,Amazon.com,10/25/18,CA,90007-2127,Shipped,USPS(9341989711090363742925),$9.49,$0.00,$0.00,$0.00,$0.00,$9.49
10/29/18,111-7082766-0134612,Visa - 8217,Amazon.com,10/30/18,CA,90007-2127,Shipped,AMZN_US(TBA389283257000),$60.96,$5.99,$5.79,$5.99,$5.79,$66.75
10/29/18,111-8227122-0861814,Visa - 8217,Amazon.com,10/30/18,CA,90007-2127,Shipped,AMZN_US(TBA390112101000),$13.99,$0.00,$0.00,$2.00,$0.00,$11.99
11/06/18,111-2029839-2416259,Visa - 8217,Amazon.com,11/06/18,CA,90007-2127,Shipped,USPS(9341989711090373954929),$9.69,$0.00,$0.00,$0.00,$0.00,$9.69
11/07/18,111-4833947-7808247,Visa - 8217,Amazon.com,11/08/18,CA,90007-2127,Shipped,USPS(9374889711090375049327),$10.97,$0.00,$1.04,$0.00,$1.04,$12.01
11/09/18,111-8739400-4808227,Visa - 8217,Amazon.com,11/10/18,CA,90007-2127,Shipped,AMZN_US(TBA423585940000),$15.95,$0.00,$0.00,$1.00,$0.00,$14.95
11/12/18,111-8156466-7826664,Visa - 8217,Amazon.com,11/13/18,CA,90007-2127,Shipped,AMZN_US(TBA433932963000),$10.74,$0.00,$0.99,$0.27,$0.99,$11.46
11/13/18,111-4277909-9159431,Visa - 8217,Amazon.com,11/13/18,CA,90007-2127,Shipped,USPS(9341989711090380457031),$14.40,$0.00,$1.37,$0.00,$1.37,$15.77
11/18/18,111-4194857-2105868,Visa - 8217,Amazon.com,11/18/18,,,Shipped,,$39.99,$0.00,$0.00,$0.00,$0.00,$39.99
11/24/18,111-8556808-4167433,Visa - 8217,Amazon.com,11/25/18,CA,90007-2127,Shipped,AMZN_US(TBA476150708000),$25.55,$0.00,$1.01,$0.00,$1.01,$26.56
11/25/18,111-8969147-3937833,Visa - 8217,Amazon.com,11/26/18,CA,90007-2127,Shipped,AMZN_US(TBA481956109000),$55.98,$0.00,$5.32,$0.00,$5.32,$61.30
12/06/18,111-5362402-3171408,Visa - 8217,Amazon.com,12/06/18,CA,90007-2127,Shipped,ONTRAC(C12340840686781),$39.99,$5.99,$3.32,$10.99,$3.32,$38.31
12/30/18,111-1118757-7505814,Visa - 0132,Amazon.com,12/30/18,CA,90007-2127,Shipped,AMZN_US(TBA634038714000),$55.98,$5.99,$0.00,$5.99,$0.00,$55.98
12/30/18,111-4154650-2624217,Visa - 0132,Amazon.com,12/30/18,CA,90007-2127,Shipped,USPS(9341989711090448558502),$15.60,$0.00,$1.48,$0.00,$1.48,$17.08
12/30/18,111-4154650-2624217,Visa - 0132,Amazon.com,12/31/18,CA,90007-2127,Shipped,USPS(9361289711090449110254),$12.26,$0.00,$1.16,$0.00,$1.16,$13.42
01/02/19,111-1335579-7383405,Visa - 0132,Amazon.com,01/02/19,CA,90007-2127,Shipped,USPS(9374889711090450890752),$17.98,$0.00,$0.00,$0.00,$0.00,$17.98
01/10/19,111-0766163-6021841,Visa - 0132,Amazon.com,01/11/19,CA,90007-2127,Shipped,AMZN_US(TBA678696966000),$60.74,$0.00,$0.00,$0.00,$0.00,$60.74
02/02/19,111-4108717-4837031,Visa - 0132,Amazon.com,02/03/19,CA,90007-2127,Shipped,AMZN_US(TBA765648078000),$39.98,$0.00,$3.80,$0.00,$3.80,$43.78
02/03/19,111-0991794-0149864,Visa - 0132,Amazon.com,02/03/19,CA,90007-2127,Shipped,AMZN_US(TBA766874080000),$25.95,$0.00,$0.00,$0.00,$0.00,$25.95
02/03/19,111-0991794-0149864,Visa - 0132,Amazon.com,02/04/19,CA,90007-2127,Shipped,AMZN_US(TBA769417682000),$26.88,$0.00,$0.00,$0.00,$0.00,$26.88
02/03/19,111-0991794-0149864,Visa - 0132,Amazon.com,02/03/19,CA,90007-2127,Shipped,USPS(9374889711090480213019),$25.95,$0.00,$0.00,$0.00,$0.00,$25.95
02/09/19,111-5623178-0842624,Visa - 8217,Amazon.com,02/09/19,CA,90007-2127,Shipped,AMZN_US(TBA791018830000),$5.95,$0.00,$0.00,$0.00,$0.00,$5.95
02/10/19,111-1364136-8437858,Visa - 8217,Amazon.com,02/10/19,CA,90007-2127,Shipped,AMZN_US(TBA794470166000),$17.97,$0.00,$1.71,$0.00,$1.71,$19.68
02/10/19,111-2979449-7006640,Visa - 8217,Amazon.com,02/11/19,CA,90007-2127,Shipped,UPS(1ZA55Y191328591218),$24.99,$0.00,$2.37,$0.00,$2.37,$27.36
02/24/19,111-8574163-7352267,Visa - 8217,Amazon.com,02/25/19,CA,90007-2127,Shipped,AMZN_US(TBA850593579000),$11.99,$0.00,$1.14,$0.00,$1.14,$13.13
02/27/19,111-0183851-0229061,Visa - 8217,Amazon.com,02/28/19,CA,90007-2127,Shipped,AMZN_US(TBA865068073000),$5.98,$0.00,$0.00,$0.00,$0.00,$5.98
03/03/19,111-8593460-5034641,Visa - 8217,Amazon.com,03/04/19,CA,90007-2127,Shipped,AMZN_US(TBA880234141000),$7.89,$0.00,$0.00,$0.00,$0.00,$7.89
03/21/19,111-5873610-2706668,Visa - 8217,Amazon.com,03/23/19,CA,90007-2127,Shipped,AMZN_US(TBA953989906000),$37.99,$0.00,$3.43,$1.90,$3.43,$39.52
03/28/19,111-0594041-8726641,Visa - 8217,Amazon.com,04/08/19,CA,90007-2127,Shipped,AMZN_US(TBA024049514000),$17.70,$0.00,$1.68,$0.00,$1.68,$19.38
03/28/19,111-6357310-3708249,Visa - 8217,Amazon.com,03/28/19,CA,90007-2127,Shipped,AMZN_US(TBA979981123000),$14.68,$0.00,$1.39,$0.00,$1.39,$16.07
04/04/19,111-7426002-7247408,Visa - 8217,Amazon.com,04/04/19,CA,90007-2127,Shipped,AMZN_US(TBA009623217000),$9.60,$0.00,$0.91,$0.00,$0.91,$10.51
04/05/19,111-7501218-7565039,Visa - 8217,Amazon.com,04/06/19,CA,90007-2127,Shipped,AMZN_US(TBA015744003000),$19.99,$0.00,$1.90,$0.00,$1.90,$21.89
04/05/19,111-7501218-7565039,Visa - 8217,Amazon.com,04/06/19,CA,90007-2127,Shipped,AMZN_US(TBA016917449000),$19.99,$0.00,$1.90,$0.00,$1.90,$21.89
04/06/19,111-6284752-5115449,Visa - 8217,Amazon.com,04/07/19,CA,90007-2127,Shipped,AMZN_US(TBA019450228000),$11.89,$0.00,$0.00,$0.00,$0.00,$11.89
04/06/19,111-6284752-5115449,Visa - 8217,Amazon.com,04/07/19,CA,90007-2127,Shipped,AMZN_US(TBA019483054000),$14.49,$0.00,$1.38,$0.00,$1.38,$15.87
04/10/19,111-0460078-0333822,Visa - 8217,Amazon.com,04/11/19,CA,90007-2127,Shipped,AMZN_US(TBA036590726000),$85.98,$0.00,$0.00,$20.00,$0.00,$65.98
04/10/19,111-7611525-1325020,Visa - 8217,Amazon.com,04/11/19,CA,90007-2127,Shipped,AMZN_US(TBA036590726000),$10.55,$0.00,$1.00,$0.00,$1.00,$11.55
04/14/19,111-8983397-1577838,Visa - 8217,Amazon.com,04/15/19,CA,90007-2127,Shipped,AMZN_US(TBA055306282000),$36.99,$0.00,$0.00,$2.00,$0.00,$34.99
04/15/19,111-3609971-5165849,Visa - 8217,Amazon.com,04/15/19,CA,90007-2127,Shipped,AMZN_US(TBA055445510000),$79.99,$5.99,$7.60,$5.99,$7.60,$87.59
04/25/19,111-6081125-6649823,Visa - 0132,Amazon.com,04/25/19,MA,01970-1252,Shipped,FedEx(786878098996),$29.99,$0.00,$1.87,$0.00,$1.87,$31.86
04/29/19,111-0824012-9374645,Visa - 8217,Amazon.com,04/30/19,CA,90007-2127,Shipped,AMZN_US(TBA119937281000),$10.99,$0.00,$0.00,$0.00,$0.00,$10.99
04/29/19,111-0824012-9374645,Visa - 8217,Amazon.com,04/30/19,CA,90007-2127,Shipped,AMZN_US(TBA119984516000),$19.33,$0.00,$1.84,$0.00,$1.84,$21.17
04/29/19,111-5056100-0169815,Visa - 8217,Amazon.com,04/29/19,CA,90007-2127,Shipped,AMZN_US(TBA117694029000),$2.99,$0.00,$0.28,$0.00,$0.28,$3.27
04/29/19,111-4251593-7004263,Visa - 8217,Amazon.com,05/11/19,CA,90007-2127,Shipped,UPS(1Z445Y940226850053),$10.97,$0.00,$1.04,$0.00,$1.04,$12.01
05/24/19,111-3558717-1264214,Visa - 8217,Amazon.com,05/25/19,CA,90007-2127,Shipped,AMZN_US(TBA240734265000),$20.67,$0.00,$1.96,$0.00,$1.96,$22.63
05/24/19,111-3757597-1038669,Visa - 8217,Amazon.com,05/25/19,CA,90007-2127,Shipped,AMZN_US(TBA239679551000),$33.97,$0.00,$0.00,$0.00,$0.00,$33.97
05/24/19,111-9620612-8910636,Visa - 8217,Amazon.com,05/28/19,CA,90007-2127,Shipped,OSM(9241990140828511005135),$6.12,$0.00,$0.58,$0.00,$0.58,$6.70
05/31/19,111-0892432-2117016,Visa - 8217,Amazon.com,06/01/19,CA,90007-2127,Shipped,AMZN_US(TBA274160823000),$14.27,$0.00,$1.36,$0.00,$1.36,$15.63
06/09/19,111-5685481-7973809,Visa - 8217,Amazon.com,06/10/19,CA,90007-2127,Shipped,AMZN_US(TBA319900295000),$8.39,$0.00,$0.80,$0.00,$0.80,$9.19
06/15/19,111-5706792-7379415,Visa - 8217,Amazon.com,06/15/19,CA,90007-2127,Shipped,AMZN_US(TBA346745747000),$17.98,$0.00,$1.71,$0.00,$1.71,$19.69
06/29/19,111-4948620-9739416,Visa - 8217,Amazon.com,06/30/19,CA,90007-2127,Shipped,AMZN_US(TBA420798813000),$12.99,$0.00,$0.00,$0.00,$0.00,$12.99
06/29/19,111-4948620-9739416,Visa - 8217,Amazon.com,06/30/19,CA,90007-2127,Shipped,AMZN_US(TBA421008964000),$28.48,$0.00,$0.00,$0.00,$0.00,$28.48
07/09/19,111-2426510-0327435,Visa - 8217,Amazon.com,07/10/19,,,Shipped,AMZN_US(TBA470972669000),$39.77,$3.99,$3.78,$3.99,$3.78,$43.55
07/09/19,111-2426510-0327435,Visa - 8217,Amazon.com,07/11/19,,,Shipped,AMZN_US(TBA474419273000),$14.24,$3.99,$1.35,$3.99,$1.35,$15.59
07/09/19,111-2038706-4410644,Visa - 8217,Amazon.com,07/10/19,CA,90007-2127,Shipped,AMZN_US(TBA470175532000),$35.37,$0.00,$3.36,$0.00,$3.36,$38.73
07/14/19,111-6289950-6241007,Visa - 8217,Amazon.com,07/15/19,,,Shipped,AMZN_US(TBA496302104000),$29.98,$0.00,$0.00,$0.90,$0.00,$29.08
07/31/19,111-2323366-5064236,Visa - 8217,Amazon.com,08/01/19,,,Shipped,AMZN_US(TBA597180417000),$46.77,$0.00,$1.21,$0.00,$1.21,$47.98
07/31/19,111-8143935-0299469,Visa - 8217,Amazon.com,08/01/19,CA,90802-5302,Shipped,AMZN_US(TBA598248163000),$23.98,$0.00,$2.46,$0.00,$2.46,$26.44
09/02/19,111-2809082-5932223,Visa - 8217,Amazon.com,09/03/19,,,Shipped,AMZN_US(TBA780799800000),$20.75,$0.00,$0.00,$0.00,$0.00,$20.75
09/02/19,111-2809082-5932223,Visa - 8217,Amazon.com,09/03/19,,,Shipped,AMZN_US(TBA776407870000),$22.19,$0.00,$2.27,$0.00,$2.27,$24.46
09/02/19,111-3508980-8966635,Visa - 8217,Amazon.com,09/03/19,CA,90802-5302,Shipped,UPS(1Z8V78A00303123163),$11.99,$0.00,$1.23,$0.80,$1.23,$12.42
09/02/19,111-5145149-8077818,Visa - 8217,Amazon.com,09/03/19,,,Shipped,AMZN_US(TBA777587065000),$47.49,$3.99,$3.63,$4.20,$3.63,$50.91
09/08/19,112-3016485-8867448,Visa - 8217,Amazon.com,09/09/19,,,Shipped,AMZN_US(TBA810164401000),$21.49,$0.00,$0.00,$0.00,$0.00,$21.49
09/14/19,111-0428840-7857040,Visa - 8217,Amazon.com,09/15/19,,,Shipped,AMZN_US(TBA842708963000),$44.95,$3.99,$1.43,$3.99,$1.43,$46.38
09/15/19,111-0021330-7338625,Visa - 8217,Amazon.com,09/17/19,CA,90802-5302,Shipped,AMZN_US(TBA848964850000),$61.18,$0.00,$6.28,$0.00,$6.28,$67.46
09/24/19,111-5517844-4735455,Visa - 8217,Amazon.com,09/25/19,,,Shipped,AMZN_US(TBA899662748000),$48.13,$0.00,$0.00,$0.00,$0.00,$48.13
10/08/19,111-8612882-6992219,Visa - 8217,Amazon.com,10/09/19,,,Shipped,AMZN_US(TBA978282253000),$29.99,$0.00,$3.07,$0.00,$3.07,$33.06
10/11/19,111-5806952-8401804,Visa - 8217,Amazon.com,10/12/19,CA,90802-5302,Shipped,AMZN_US(TBA997323739000),$14.99,$0.00,$1.54,$0.00,$1.54,$16.53
10/14/19,111-1238249-0310664,Visa - 8217,Amazon.com,10/14/19,,,Shipped,AMZN_US(TBA011483912000),$38.76,$0.00,$3.97,$0.00,$3.97,$42.73
10/23/19,112-2231315-9829838,Visa - 9487,Amazon.com,10/24/19,CA,90802-5302,Shipped,AMZN_US(TBA068129908000),$14.99,$0.00,$1.54,$0.00,$1.54,$16.53
10/30/19,111-6378673-4041022,Visa - 8217,Amazon.com,10/30/19,CA,90802-5302,Shipped,AMZN_US(TBA109862566000),$61.80,$0.00,$6.34,$0.00,$6.34,$68.14
11/07/19,111-0982182-3501008,Visa - 8217,Amazon.com,11/08/19,CA,90802-5302,Shipped,AMZN_US(TBA160946214000),$26.40,$0.00,$2.71,$0.00,$2.71,$29.11
11/10/19,112-5899202-2473030,Visa - 9487,Amazon.com,11/10/19,,,Shipped,AMZN_US(TBA179989534000),$42.73,$0.00,$4.02,$3.40,$4.02,$43.35
11/13/19,111-2672460-3271468,Visa - 8217,Amazon.com,11/14/19,,,Shipped,AMZN_US(TBA203409236000),$15.96,$0.00,$1.63,$0.00,$1.63,$17.59
11/18/19,111-5773317-9417813,Visa - 8217,Amazon.com,11/18/19,MA,02151-1377,Shipped,AMZN_US(TBA236727885000),$26.96,$0.00,$1.69,$0.00,$1.69,$32.64
11/23/19,111-1273104-2277809,Visa - 8217,Amazon.com,11/25/19,,,Shipped,AMZN_US(TBA281302912000),$12.74,$0.00,$1.31,$0.00,$1.31,$14.05
11/26/19,111-1407690-1187406,Visa - 8217,Amazon.com,11/27/19,CA,90802-5302,Shipped,AMZN_US(TBA298207961000),$94.99,$0.00,$9.25,$4.75,$9.25,$99.49
11/28/19,111-5067503-1444259,Visa - 8217,Amazon.com,11/29/19,CA,90802-5302,Shipped,AMZN_US(TBA307341230000),$103.97,$0.00,$8.93,$16.87,$8.93,$96.03
11/30/19,111-5031368-6732208,Visa - 8217 and Gift Certificate/Card,Amazon.com,12/03/19,CA,90802-5302,Shipped,USPS(9374889711090750972264),$6.00,$0.00,$0.00,$0.00,$0.00,$6.00
11/30/19,111-8154027-0013808,Visa - 8217 and Gift Certificate/Card,Amazon.com,12/01/19,CA,90802-5302,Shipped,AMZN_US(TBA325243328000),$12.88,$0.00,$1.22,$1.00,$1.22,$13.10
12/31/19,112-5780324-7585831,Visa - 0508,Amazon.com,01/02/20,CA,90802-5302,Shipped,AMZN_US(TBA579474080000),$12.54,$0.00,$1.29,$0.00,$1.29,$13.83
12/31/19,112-5780324-7585831,Visa - 0508,Amazon.com,01/02/20,CA,90802-5302,Shipped,AMZN_US(TBA580025178000),$48.37,$0.00,$4.95,$0.00,$4.95,$53.32
12/31/19,112-5780324-7585831,Visa - 0508,Amazon.com,01/02/20,CA,90802-5302,Shipped,AMZN_US(TBA580738888000),$12.99,$0.00,$1.33,$0.00,$1.33,$14.32
01/06/20,111-9766681-6821805,Visa - 8217,Amazon.com,01/06/20,CA,90802-5302,Shipped,USPS(9361289711090793340017),$28.99,$0.00,$2.97,$0.00,$2.97,$31.96
01/10/20,111-1110258-1877841,Visa - 8217,Amazon.com,01/10/20,,,Shipped,AMZN_US(TBA644946177000),$119.90,$0.00,$12.28,$0.00,$12.28,$132.18
01/28/20,111-6773307-5987409,Visa - 8217,Amazon.com,01/28/20,,,Shipped,AMZN_US(TBA773272544000),$26.98,$0.00,$1.49,$0.00,$1.49,$28.47
01/31/20,112-6127134-9708220,Visa - 8217,Amazon.com,02/03/20,CA,90802-5302,Shipped,OSM(9241990140830128175781),$6.15,$0.00,$0.63,$0.00,$0.63,$6.78
01/31/20,112-8095012-2517852,Visa - 8217,Amazon.com,02/01/20,CA,90802-5302,Shipped,AMZN_US(TBA794005407000),$9.28,$0.00,$0.95,$0.00,$0.95,$10.23
01/31/20,111-1446940-5582628,Visa - 8217,Amazon.com,02/01/20,,,Shipped,AMZN_US(TBA794754070000),$14.39,$0.00,$1.47,$0.00,$1.47,$15.86
02/05/20,111-6962351-4558601,Visa - 8217,Amazon.com,02/05/20,CA,90802-5302,Shipped,AMZN_US(TBA825576714000),$16.89,$0.00,$1.73,$0.00,$1.73,$18.62
02/19/20,111-9865747-4101021,Visa - 0508,Amazon.com,02/20/20,CA,90802-5302,Shipped,AMZN_US(TBA925999285000),$97.96,$0.00,$10.04,$0.00,$10.04,$108.00
03/09/20,111-9613314-3305043,Visa - 8217,Amazon.com,03/10/20,,,Shipped,AMZN_US(TBA059318183000),$28.97,$0.00,$2.97,$0.00,$2.97,$31.94
04/08/20,111-4191081-0597857,Visa - 8217,Amazon.com,04/11/20,CA,90802-5302,Shipped,AMZN_US(TBA006518588901),$39.49,$0.00,$4.05,$0.00,$4.05,$43.54
04/08/20,111-8532503-8333849,Visa - 8217,Amazon.com,04/09/20,CA,90802-5302,Shipped,USPS(9274890238403600919378),$7.99,$0.00,$0.82,$0.00,$0.82,$8.81
04/16/20,114-2663251-6151452,Visa - 8217,Amazon.com,04/18/20,CA,90802-5302,Shipped,USPS(9361289711090899728955),$73.99,$0.00,$7.58,$0.00,$7.58,$81.57
04/16/20,114-2663251-6151452,Visa - 8217,Amazon.com,04/18/20,CA,90802-5302,Shipped,AMZN_US(TBA012150613501),$13.49,$0.00,$1.28,$1.00,$1.28,$13.77
04/16/20,114-2663251-6151452,Visa - 8217,Amazon.com,04/18/20,CA,90802-5302,Shipped,AMZN_US(TBA012210986901),$11.17,$0.00,$1.14,$0.00,$1.14,$12.31
04/19/20,114-0901813-7252266,Visa - 0508,Amazon.com,04/20/20,CA,90802-5302,Shipped,USPS(9274890238403602003716),$6.86,$0.00,$0.70,$0.00,$0.70,$7.56
04/19/20,114-6696237-3163431,Visa - 0508,Amazon.com,04/19/20,CA,90802-5302,Shipped,UPS(1Z6A392F0302864527),$10.97,$0.00,$1.12,$0.00,$1.12,$12.09
04/19/20,114-6696237-3163431,Visa - 0508,Amazon.com,04/23/20,CA,90802-5302,Shipped,UPS(1Z0640RX1333975074),$25.97,$0.00,$2.65,$0.00,$2.65,$28.62
04/19/20,114-8857259-5253824,Visa - 0508,Amazon.com,04/22/20,CA,90802-5302,Shipped,USPS(9205590100039235002283),$9.89,$0.00,$1.01,$0.00,$1.01,$10.90
05/01/20,114-7892810-9957816,Visa - 8217,Amazon.com,05/02/20,MA,01970-5229,Shipped,USPS(9341989684090202527086),$16.20,$0.00,$1.01,$0.00,$1.01,$17.21
05/12/20,114-5594216-9297016,Visa - 8217,Amazon.com,05/15/20,CA,90802-5302,Shipped,USPS(9361289711090937946990),$10.96,$0.00,$1.12,$0.00,$1.12,$12.08
05/12/20,114-7038412-5055422,Visa - 8217,Amazon.com,05/16/20,CA,90802-5302,Shipped,UPS(1Z9YF2161311644034),$25.97,$0.00,$2.66,$0.00,$2.66,$28.63
05/12/20,114-7038412-5055422,Visa - 8217,Amazon.com,05/13/20,CA,90802-5302,Shipped,AMZN_US(TBA032639649501),$22.07,$0.00,$2.26,$0.00,$2.26,$24.33
05/14/20,114-8932654-9682626,Visa - 8217,Amazon.com,05/19/20,MA,01923-2043,Shipped,AMZN_US(TBA224355438000),$15.60,$0.00,$0.98,$0.00,$0.98,$16.58
05/18/20,114-4450659-6324260,Visa - 8217,Amazon.com,05/19/20,CA,90802-5302,Shipped,AMZN_US(TBA038074189301),$19.99,$0.00,$2.05,$0.00,$2.05,$22.04
